# Gamma line for [-1  1  0] surface and [1 1 1] shift direction
0.000000000000000000e+00 0.000000000000000000e+00
9.096792161859508508e-02 1.589718643175337155e-03
1.819358432371901702e-01 6.164060616205146656e-03
2.729037648557852691e-01 1.318575456148228867e-02
3.638716864743803403e-01 2.192767810238330575e-02
4.548396080929754115e-01 3.151863940101831685e-02
5.458075297115705382e-01 4.131302740118943800e-02
6.367754513301655539e-01 5.072340523797405631e-02
7.277433729487606806e-01 5.944020223263339620e-02
8.187112945673558073e-01 6.729145140345334231e-02
9.096792161859508230e-01 7.428783064630069266e-02
1.000647137804545839e+00 8.033629072413046857e-02
1.091615059423141076e+00 8.531929651005505655e-02
1.182582981041736092e+00 8.905454392432761435e-02
1.273550902660331108e+00 9.137696710021159241e-02
1.364518824278926346e+00 9.215977853697057687e-02
1.455486745897521361e+00 9.137696710615360318e-02
1.546454667516116377e+00 8.905454392382029793e-02
1.637422589134711615e+00 8.531929653464882801e-02
1.728390510753306630e+00 8.033629072519905823e-02
1.819358432371901646e+00 7.428783064659212620e-02
1.910326353990496884e+00 6.729145140360445754e-02
2.001294275609091677e+00 5.944020223315150259e-02
2.092262197227686915e+00 5.072340523800103473e-02
2.183230118846282153e+00 4.131302740125959716e-02
2.274198040464876946e+00 3.151863940156880012e-02
2.365165962083472184e+00 2.192767810239409920e-02
2.456133883702067422e+00 1.318575456148228867e-02
2.547101805320662216e+00 6.164060616194352339e-03
2.638069726939257453e+00 1.589718643186130822e-03
2.729037648557852691e+00 5.396921968723413793e-15
