V/atom,BCC_a,BCC_E,Delta_BCC_E,FCC_a,FCC_E,Delta_FCC_E,A15_a,A15_E,Delta_A15_E
12.0,2.8844991406148166,-9.534084332325493,1.1604751518583587,3.634241185664279,-9.339017919733932,1.3555415644499202,4.5788569702133275,-9.411760640725992,1.2827988434578597
12.1,2.8924894837622244,-9.603667320647087,1.0908921635367648,3.6443083871915816,-9.413463718567463,1.2810957656163886,4.59154084933111,-9.483529342004507,1.2110301421793448
12.2,2.9004359233715116,-9.669661448460525,1.0248980357233268,3.654320273727041,-9.483753249883858,1.2108062342999943,4.6041550359262935,-9.551631424480089,1.1429280597037632
12.3,2.9083390575954486,-9.732391713546837,0.9621677706370146,3.6642775988959237,-9.55025047943226,1.1443090047515927,4.616700479507217,-9.616463845863253,1.0780956383205993
12.4,2.916199471653423,-9.792140045245253,0.9024194389385993,3.674181100028455,-9.613273446839528,1.0812860373443236,4.629178109051751,-9.678366087818484,1.0161933963653684
12.5,2.924017738212866,-9.849147669265637,0.845411814918215,3.6840314986403864,-9.67309869038441,1.0214607937994415,4.641588833612778,-9.737622005795131,0.9569374783887206
12.6,2.931794417756475,-9.903618062395918,0.7909414217879345,3.6938295008956663,-9.729965766166883,0.9645937180169692,4.6539335429011235,-9.794463344614218,0.9000961395696336
12.7,2.9395300589358744,-9.955720388906087,0.7388390952777648,3.703575798052025,-9.784081671881797,0.9104778123020552,4.66621310784695,-9.849074503826008,0.8454849803578437
12.8,2.9472251989123093,-10.00559326588985,0.6889662182940022,3.713271066890223,-9.835625021182377,0.858934463001475,4.678428381140585,-9.901598124354425,0.7929613598294267
12.9,2.9548803636849534,-10.053348692456533,0.6412107917273193,3.722915970127691,-9.884749867824391,0.8098096163594608,4.690580197753671,-9.952141095192081,0.742418388991771
13.0,2.9624960684073702,-10.09907598656767,0.5954834976161827,3.7325111568172478,-9.93158913257954,0.7629703516043129,4.7026693754415145,-10.000780631870471,0.6937788523133808
13.1,2.970072817692642,-10.142845594975878,0.5517138892079743,3.742057262731538,-9.976257630081948,0.7183018541019042,4.714696715227454,-10.047570145182718,0.6469893390011343
13.2,2.9776111059076547,-10.184712669785146,0.5098468143987063,3.7515549107338066,-10.018854722901844,0.6757047612820077,4.726663001870005,-10.092544689579645,0.6020147946042069
13.3,2.9851114174570075,-10.224720334892675,0.4698391492911771,3.7610047111356057,-10.059466646037682,0.6350928381461696,4.738569004313536,-10.135725848724888,0.5588336354589636
13.4,2.9925742270569824,-10.262902593730056,0.4316568904537963,3.7704072620419717,-10.098168549061239,0.5963909351226135,4.750415476123175,-10.177125976314874,0.5174335078689776
13.5,3.0,-10.29928685432725,0.3952726298566027,3.7797631496846193,-10.135026298884553,0.5595331852992995,4.762203155904598,-10.216751761037827,0.47780772314602515
13.6,3.007389192409949,-10.333896068187302,0.36066341599654983,3.789072948743638,-10.170098077231815,0.524461406952037,4.773932767709347,-10.254607124669274,0.439952359514578
13.7,3.014742251488785,-10.366750494521748,0.32780898966210437,3.7983372226581835,-10.203435796604333,0.49112368757951863,4.785605021426275,-10.29069549204262,0.4038639921412326
13.8,3.022059615754738,-10.397869100499841,0.2966903836840107,3.807556523926606,-10.23508634798547,0.4594731361983815,4.797220613159683,-10.325021491873011,0.36953799231084083
13.9,3.029341715272494,-10.42727063172912,0.26728885245473144,3.8167313943964567,-10.265092661219683,0.4294668229641694,4.808780225594707,-10.357592159378147,0.33696732480570546
14.0,3.0365889718756622,-10.45497440060729,0.2395850835765625,3.825862365544778,-10.293494559277573,0.40106492490627943,4.820284528350459,-10.388417716737228,0.3061417674466238
14.1,3.043801799381843,-10.481000834319746,0.21355864986410644,3.834949958749076,-10.320329452250883,0.374230031932969,4.831734178321436,-10.417512007141335,0.2770474770425171
14.2,3.050980603800597,-10.505371823319615,0.18918766086423666,3.8439946855493425,-10.345632897767626,0.3489265864162263,4.84312982000764,-10.444892653970616,0.24966683021323632
14.3,3.058125783534594,-10.528110909272012,0.16644857491183984,3.8529970479014874,-10.369439043320106,0.3251204408637456,4.854472085833889,-10.470581009828733,0.22397847435511942
14.4,3.0652377295742124,-10.54924334837895,0.14531613580490266,3.861957538422519,-10.39178096595138,0.30277851823247204,4.86576159645872,-10.494601951925416,0.19995753225843593
14.5,3.072316825685847,-10.568796082042585,0.12576340214126702,3.8708766406277966,-10.412690924914125,0.28186855926972676,4.876998961073313,-10.516983571546218,0.17757591263763395
14.6,3.0793634485941714,-10.586797642277565,0.1077618419062869,3.879754829160666,-10.432200542810397,0.2623589413734546,4.88818477769081,-10.537756796765423,0.15680268741842873
14.7,3.0863779681585846,-10.603278014457171,0.09128146972668105,3.888592570014769,-10.45034093014188,0.24421855404197146,4.899319633426411,-10.55695497960249,0.1376045045813612
14.8,3.0933607475440708,-10.61826847517593,0.07629100900792274,3.8973903207493152,-10.467142767083944,0.22741671709990818,4.910404104768594,-10.574613471764184,0.11994601241966762
14.9,3.1003121433866836,-10.631801418509529,0.0627580656743234,3.9061485306975747,-10.482636354695446,0.2119231294884063,4.921438757841805,-10.590769207076097,0.10379027710775546
15.0,3.1072325059538586,-10.643910179977143,0.050649304206709544,3.9148676411688634,-10.496851645821245,0.1977078383626072,4.93242414866094,-10.605460303699376,0.08909918048447629
15.1,3.114122179299749,-10.654628864214878,0.03993061996897396,3.9235480856442497,-10.509818263807526,0.1847412203763259,4.9433608233779225,-10.618725695184553,0.07583378899929905
15.2,3.1209815014157694,-10.663992179823508,0.030567304360344494,3.9321902899662335,-10.521565515007604,0.17299396917624854,4.954249318520683,-10.630604796218073,0.0639546879657793
15.3,3.127810804376533,-10.672035283050553,0.022524201133299115,3.940794672522609,-10.532122399061757,0.16243708512209487,4.965090161224809,-10.641137206424967,0.05342227775888553
15.4,3.13461041448134,-10.678793630829976,0.01576585335387648,3.9493616444247333,-10.541517619204884,0.15304186497896843,4.975883869458153,-10.650362453654811,0.044197030529041115
15.5,3.1413806523913927,-10.684302843109933,0.010256641073919326,3.9578916096804053,-10.549779593461642,0.14477989072221042,4.986630952238645,-10.658319776661497,0.0362397075223555
15.6,3.148121833262887,-10.688598574204374,0.0059609099794784015,3.966384965361549,-10.556936466558405,0.13762301762544737,4.997331909845563,-10.665047945880382,0.02951153830347053
15.7,3.1548342668761284,-10.69171639296061,0.0028430912232426664,3.974842101766894,-10.563016121706008,0.13154336247784393,5.0079872340244895,-10.670585120033774,0.02397436415007803
15.8,3.1615182577608225,-10.693691671712395,0.0008678124714567303,3.983263402579826,-10.568046191050644,0.12651329313320758,5.018597408186199,-10.67496873551645,0.019590748667402735
15.9,3.16817410531767,-10.694559484183852,0.0,3.991649245021589,-10.572054063498054,0.12250542068579762,5.029162907599678,-10.678235424915902,0.016324059267949664
16.0,3.1748021039363987,-10.69435451265478,0.00020497152907239524,3.9999999999999996,-10.575066888725893,0.11949259545795954,5.039684199579492,-10.68042096061449,0.014138523569361183
16.1,3.1814025431103645,-10.693110964755212,0.001448519428640438,4.00831603225383,-10.577111576446818,0.11744790773703428,5.050161743667697,-10.681560219214076,0.012999264969776547
16.2,3.187975707547833,-10.690862500217214,0.003696983966637646,4.0165977004930165,-10.578214790311934,0.11634469387191793,5.060595991810495,-10.681687162524257,0.012872321659594732
16.3,3.1945218772800645,-10.687642167785615,0.006917316398237006,4.02484535753484,-10.578402936200364,0.11615654798348807,5.070987388529802,-10.680834831054334,0.013724653129518316
16.4,3.20104132776631,-10.683482352300384,0.011077131883467928,4.033059350436209,-10.57770214498649,0.1168573391973613,5.081336371089923,-10.679035346320363,0.015524137863488718
16.5,3.207534329995826,-10.67841473174075,0.016144752443102206,4.04124002062219,-10.5761382501833,0.11842123400055193,5.091643369659488,-10.676319918782838,0.018239565401014346
16.6,3.2140011505870083,-10.67247024379373,0.02208924039012139,4.049387704010914,-10.573736761110524,0.12082272307332786,5.101908807468821,-10.672718858817184,0.021840625366667865
16.7,3.2204420518837455,-10.665679061302198,0.028880422881654155,4.057502731134968,-10.570522832421434,0.12403665176241851,5.112133100962884,-10.668261588738142,0.02629789544571004
16.8,3.2268572920490874,-10.658070575777838,0.03648890840601382,4.065585427259413,-10.566521230940802,0.12803825324304974,5.122316659949977,-10.662976654446178,0.031582829737674345
16.9,3.2332471251563106,-10.649673388043132,0.044886096140720255,4.073636112496519,-10.561756300823474,0.13280318336037844,5.132459887746284,-10.656891732493728,0.03766775169012426
17.0,3.239611801277483,-10.640515304997697,0.054044179186155006,4.081655101917348,-10.556251928045945,0.13830755613790657,5.14256318131647,-10.650033629076665,0.044525855107186985
17.1,3.245951566569593,-10.630623341486196,0.06393614269765635,4.089642705660269,-10.550031505202632,0.14452797898121972,5.1526269314103965,-10.64242828360789,0.05213120057596221
17.2,3.2522666633583373,-10.620023726271238,0.07453575791261358,4.097599229036532,-10.543117897504546,0.15144158667930618,5.16265152269613,-10.63410077398783,0.06045871019602167
17.3,3.258557330219642,-10.608741911177175,0.08581757300667725,4.105524972632966,-10.535533410781612,0.15902607340223973,5.172637333889347,-10.625075321365435,0.06948416281841752
17.4,3.2648238020589835,-10.596802582559278,0.09775690162457451,4.113420232411927,-10.527299762179506,0.1672597220043457,5.182584737879247,-10.615375294934378,0.07918418924947446
17.5,3.2710663101885897,-10.58422967435802,0.1103298098258314,4.121285299808556,-10.518438054125626,0.17612143005822567,5.1924941018511035,-10.605023217379545,0.08953626680430737
17.6,3.277285082402583,-10.571046382111566,0.12351310207228572,4.129120461825468,-10.508968752022763,0.18559073216108857,5.202365787405547,-10.59404077157277,0.10051871261108225
