# Gamma line for [-1  1  0] surface and [1 1 1] shift direction
0.000000000000000000e+00 0.000000000000000000e+00
9.575430712896543239e-02 7.069712965806859315e-04
1.915086142579308648e-01 2.762195988018378758e-03
2.872629213868962972e-01 5.998222206016272720e-03
3.830172285158617296e-01 1.023406627906869523e-02
4.787715356448271620e-01 1.519725267954808237e-02
5.745258427737925944e-01 2.038110401509118583e-02
6.702801499027579712e-01 2.550835620060246806e-02
7.660344570317234592e-01 3.014861233002422841e-02
8.617887641606889471e-01 3.406104081101012787e-02
9.575430712896543239e-01 3.720814856981959767e-02
1.053297378418619701e+00 3.960112664650678599e-02
1.149051685547585189e+00 4.133614769225473634e-02
1.244805992676550677e+00 4.250190117567030634e-02
1.340560299805515942e+00 4.317199619836991492e-02
1.436314606934481430e+00 4.337754248051308575e-02
1.532068914063446918e+00 4.317199619478008510e-02
1.627823221192412406e+00 4.250190117684905788e-02
1.723577528321377894e+00 4.133614768809501516e-02
1.819331835450343160e+00 3.960112664535238997e-02
1.915086142579308648e+00 3.720814829264792317e-02
2.010840449708274136e+00 3.406104081879376966e-02
2.106594756837239402e+00 3.014861228999546339e-02
2.202349063966205112e+00 2.550835621445033535e-02
2.298103371095170377e+00 2.038110402891957218e-02
2.393857678224135643e+00 1.519725267891487014e-02
2.489611985353101353e+00 1.023406627906382413e-02
2.585366292482066619e+00 5.998222206021143824e-03
2.681120599611031885e+00 2.762195988018378758e-03
2.776874906739997595e+00 7.069712965563316066e-04
2.872629213868962861e+00 -4.870864488571990983e-15
