# Gamma line for [-1  1  0] surface and [1 1 1] shift direction
0.000000000000000000e+00 0.000000000000000000e+00
9.204219061231046217e-02 7.338521095506827683e-04
1.840843812246209243e-01 2.867579643942383232e-03
2.761265718369314004e-01 6.221653155710010590e-03
3.681687624492418487e-01 1.056171065282900459e-02
4.602109530615522970e-01 1.564805020619057518e-02
5.522531436738628008e-01 2.124547457467330230e-02
6.442953342861732491e-01 2.712250772254353598e-02
7.363375248984836974e-01 3.306099307770637985e-02
8.283797155107941457e-01 3.884915113743001025e-02
9.204219061231045940e-01 4.426081449426970404e-02
1.012464096735415042e+00 4.905880455341749685e-02
1.104506287347725602e+00 5.302199104549729092e-02
1.196548477960035939e+00 5.597315778959965210e-02
1.288590668572346498e+00 5.779073971045611130e-02
1.380632859184656835e+00 5.840436326777762727e-02
1.472675049796967395e+00 5.779073971046138486e-02
1.564717240409277954e+00 5.597315778959965210e-02
1.656759431021588291e+00 5.302199104548674380e-02
1.748801621633898851e+00 4.905880455341749685e-02
1.840843812246209188e+00 4.426081449327862877e-02
1.932886002858519747e+00 3.884915113743001025e-02
2.024928193470830085e+00 3.306099307771692003e-02
2.116970384083140644e+00 2.712250772252244868e-02
2.209012574695451203e+00 2.124547457314978488e-02
2.301054765307761762e+00 1.564805020620638892e-02
2.393096955920071878e+00 1.056171065281846094e-02
2.485139146532382437e+00 6.221653155905062897e-03
2.577181337144692996e+00 2.867579643937111407e-03
2.669223527757003556e+00 7.338521096508446176e-04
2.761265718369313671e+00 1.581503092571212995e-14
