s,E
0.0,-0.0005796977534575087
0.09712929910437545,0.005273710535878384
0.2029797148536861,0.01461043541457363
0.29393155633456597,0.027996494453113308
0.391082230724836,0.03327020498899169
0.4972105251907745,0.0350708590727401
0.5975247418934231,0.034549302096915535
0.6951029220015816,0.02822905756364491
0.7928734796827908,0.016691533249257207
0.896543616270868,0.005157428980612611
0.9940790458072379,-3.420045743163236e-06
