s,E
1.4114126829500862e-05,0.0005741626794257826
0.10046435477269178,0.006889952153110002
0.20416084458934924,0.025263157894736876
0.29914891815217826,0.04937799043062202
0.39999435434926833,0.07177033492822965
0.5005292797561076,0.0815311004784689
0.6035200632312883,0.07119617224880387
0.7003429732819579,0.04995215311004786
0.8000310510790245,0.025263157894736876
0.8998743842712169,0.006889952153110002
0.9999999999999998,0.0
