s,E
-0.002993107219432245,-6.907170506387228e-06
0.09743427395565019,0.005378959031844932
0.19514195674384438,0.020127494855597006
0.2957851869972512,0.03429410156418633
0.3963564675578837,0.0455337947706963
0.49381952139064333,0.050330824687378595
0.5969378210755039,0.04518325586749744
0.694026736505835,0.03476033557336711
0.7910437022433916,0.02141050177715742
0.8939461528499271,0.007482192451038205
0.9999999999999996,0.001752694515994413
